POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LATITUDE,LONGITUDE
700-07210,-,0,Yellow,SS,Y,N,SFMTA,ON,0,721,VALENCIA ST,13064000,Area 5,Mission,37.7611362,-122.4214159
700-07480,-,0,Yellow,SS,Y,N,SFMTA,ON,0,748,VALENCIA ST,13064000,Area 5,Mission,37.7607299,-122.4215938
700-08290,-,0,Grey,SS,Y,N,SFMTA,ON,0,829,VALENCIA ST,13065000,Area 5,Mission,37.7593914,-122.4212488
612-05030,-,0,Grey,SS,N,N,SFMTA,ON,0,503,POLK ST,10552000,Area 5,Civic Center,37.7814087,-122.4189179
401-08430,-,0,Green,SS,N,N,SFMTA,ON,0,843,ELLIS ST,5179000,Area 3,,37.7837946,-122.4207723
700-08360,-,0,Grey,SS,Y,N,SFMTA,ON,0,836,VALENCIA ST,13066000,Area 5,Mission,37.7592195,-122.4214492
700-08400,-,0,Grey,SS,Y,N,SFMTA,ON,0,840,VALENCIA ST,13066000,Area 5,Mission,37.7590601,-122.4214339
700-09500,-,0,Grey,SS,Y,N,SFMTA,ON,0,950,VALENCIA ST,13068000,Area 5,Mission,37.7572325,-122.4212589
686-04320,-,0,Yellow,SS,N,N,SFMTA,ON,0,432,TURK ST,12720000,Area 5,Civic Center,37.7824969,-122.4168718
202-04330,-,0,Grey,SS,Y,N,SFMTA,ON,0,433,02ND ST,140000,Area 5,South Embarcadero,37.7837083,-122.3942517
700-10330,-,0,Grey,SS,Y,N,SFMTA,ON,0,1033,VALENCIA ST,13070000,Area 5,Mission,37.7560451,-122.4209284
700-11010,-,0,Yellow,SS,Y,N,SFMTA,ON,0,1101,VALENCIA ST,13071000,Area 5,Mission,37.7552045,-122.4208479
400-08070,-,0,Green,SS,N,N,SFMTA,ON,0,807,EDDY ST,5066000,Area 5,Civic Center,37.7827885,-122.42123
720-07160,-,0,Grey,SS,N,N,SFMTA,ON,0,716,WASHINGTON ST,13411000,Area 5,Downtown,37.7952958,-122.4055868
444-06050,-,0,Yellow,SS,N,N,SFMTA,ON,0,605,GRANT AVE,6392000,Area 5,Downtown,37.792684,-122.4060283
614-07440,-,0,Grey,SS,N,N,SFMTA,ON,0,744,POST ST,10635000,Area 3,,37.7875462,-122.4147988
614-08030,-,0,Grey,SS,N,N,SFMTA,ON,0,803,POST ST,10636000,Area 3,,37.7873594,-122.4152044
614-08090,-,0,Grey,SS,N,N,SFMTA,ON,0,809,POST ST,10636000,Area 3,,37.7873309,-122.4154309
400-08430,-,0,Grey,SS,N,N,SFMTA,ON,0,843,EDDY ST,5066000,Area 5,Civic Center,37.7826662,-122.4221907
205-03120,-,0,Grey,SS,N,N,SFMTA,ON,0,312,05TH ST,299000,Area 5,South Embarcadero,37.7798805,-122.4030618
205-03500,-,0,Yellow,SS,N,N,SFMTA,ON,0,350,05TH ST,301000,Area 5,South Embarcadero,37.7792831,-122.402312
444-15140,-,0,Grey,SS,N,N,SFMTA,ON,0,1514,GRANT AVE,6406000,Area 3,,37.8010865,-122.4076219
411-01350,411-01003,35,Grey,MS,Y,N,SFMTA,ON,0,135,FELL ST,5440000,Area 5,Civic Center,37.77614963,-122.4206881
690-08090,-,0,Yellow,SS,N,N,SFMTA,ON,0,809,ULLOA ST,12784000,Area 3,,37.740617,-122.4653399
703-00100,-,0,Grey,SS,N,N,SFMTA,ON,0,10,VICENTE ST,13235000,Area 3,,37.7395295,-122.4664926
703-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,VICENTE ST,13236000,Area 3,,37.73988,-122.4672317
664-16180,-,0,Grey,SS,N,N,SFMTA,ON,0,1618,STOCKTON ST,12214000,Area 3,,37.8009232,-122.4092164
664-08050,-,0,Yellow,SS,N,N,SFMTA,ON,0,805,STOCKTON ST,12204000,Area 2,,37.7933318,-122.4078383
664-09120,-,0,Yellow,SS,N,N,SFMTA,ON,0,912,STOCKTON ST,12205000,Area 2,,37.7944192,-122.4079022
680-15210,-,0,Grey,SS,N,N,SFMTA,ON,0,1521,TARAVAL ST,12401000,Area 3,,37.742655,-122.4827989
680-15140,-,0,Grey,SS,N,N,SFMTA,ON,0,1514,TARAVAL ST,12401000,Area 3,,37.7428248,-122.4826913
680-16020,-,0,Grey,SS,N,N,SFMTA,ON,0,1602,TARAVAL ST,12402000,Area 3,,37.742792,-122.483437
208-01130,-,0,Yellow,SS,N,N,SFMTA,ON,0,113,08TH ST,406000,Area 2,,37.7771697,-122.4126507
208-02360,-,0,Yellow,SS,N,N,SFMTA,ON,0,236,08TH ST,410000,Area 2,,37.7754453,-122.4107946
208-02610,-,0,Grey,SS,N,N,SFMTA,ON,0,261,08TH ST,411000,Area 2,,37.7751384,-122.4101089
701-08280,-,0,Grey,SS,N,N,SFMTA,ON,0,828,VAN NESS AVE,13150202,Area 3,,37.7836368,-122.4208052
701-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,VAN NESS AVE,13151101,Area 3,,37.7839594,-122.4211964
720-09110,-,0,Grey,SS,N,N,SFMTA,ON,0,911,WASHINGTON ST,13418000,Area 3,,37.794846,-122.4085238
470-08110,-,0,Green,SS,N,N,SFMTA,ON,0,811,HOWARD ST,7039001,Area 5,Downtown,37.782907,-122.403004
470-08270,-,0,Grey,SS,N,N,SFMTA,ON,0,827,HOWARD ST,7039001,Area 5,Downtown,37.7826299,-122.4033547
400-02300,-,0,Grey,SS,N,N,SFMTA,ON,0,230,EDDY ST,5060000,Area 2,,37.7840816,-122.4119586
400-02380,-,0,Grey,SS,N,N,SFMTA,ON,0,238,EDDY ST,5060000,Area 2,,37.7840442,-122.4122535
902-00130,-,0,Grey,SS,Y,N,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,Area 5,Fillmore,37.7889251,-122.4351789
902-00470,-,0,Grey,SS,Y,N,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,Area 5,Fillmore,37.7890668,-122.4347676
903-00240,-,0,Grey,SS,N,N,SFMTA,OFF,903,324,08TH AVE,389000,Area 3,,37.7822935,-122.4661589
905-00040,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,37.7617523,-122.4346546
905-00060,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,37.7618111,-122.4346623
907-00290,-,0,Grey,SS,N,N,SFMTA,OFF,907,20,NORTON ST,9714000,Area 3,,37.7250437,-122.4351111
909-00100,-,0,Grey,SS,N,N,SFMTA,OFF,909,421,18TH AVE,830000,Area 3,,37.7799359,-122.4776865
910-00190,-,0,Grey,SS,N,N,SFMTA,OFF,910,1275,20TH AVE,1005000,Area 3,,37.763854,-122.4785221
911-00180,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3,,37.7635512,-122.4659907
905-00130,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3,,37.7617572,-122.4344419
906-00130,-,0,Grey,SS,N,N,SFMTA,OFF,906,4116,18TH ST,892000,Area 3,,37.7612307,-122.4357923
906-00140,-,0,Grey,SS,N,N,SFMTA,OFF,906,4116,18TH ST,892000,Area 3,,37.7612278,-122.4358237
907-00010,-,0,Grey,SS,N,N,SFMTA,OFF,907,20,NORTON ST,9714000,Area 3,,37.7249144,-122.4352205
911-00320,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3,,37.7636673,-122.4657168
913-00310,-,0,Grey,SS,N,N,SFMTA,OFF,913,1340,07TH AVE,360000,Area 3,,37.7635612,-122.4636193
916-00550,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.8001493,-122.4392865
916-00790,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.800196,-122.4390775
916-00830,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.8001798,-122.4391992
914-00080,-,0,Grey,SS,N,N,SFMTA,OFF,914,2500,OCEAN AVE,9847000,Area 3,,37.7316419,-122.4724469
916-00180,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,37.799999,-122.4390418
215-15390,-,0,Grey,SS,N,N,SFMTA,ON,0,1539,15TH ST,650000,Area 5,Mission,37.7666622,-122.4192384
215-15400,-,0,Grey,SS,N,N,SFMTA,ON,0,1540,15TH ST,650000,Area 5,Mission,37.7667486,-122.4193593
217-33320,-,0,Grey,SS,Y,N,SFMTA,ON,0,3332,17TH ST,798000,Area 5,Mission,37.7634006,-122.4209945
218-33440,-,0,Grey,SS,N,N,SFMTA,ON,0,3344,18TH ST,877000,Area 5,Mission,37.7619133,-122.4189895
219-33340,-,0,Grey,SS,N,N,SFMTA,ON,0,3334,19TH ST,971000,Area 5,Mission,37.7603272,-122.41846
219-33420,-,0,Grey,SS,N,N,SFMTA,ON,0,3342,19TH ST,971000,Area 5,Mission,37.76031,-122.4187453
222-31450,-,0,Grey,SS,N,N,SFMTA,ON,0,3145,22ND ST,1190000,Area 5,Mission,37.7554055,-122.4183551
219-34420,-,0,Grey,SS,Y,N,SFMTA,ON,0,3442,19TH ST,974000,Area 5,Mission,37.7601764,-122.4209572
219-34490,-,0,Grey,SS,Y,N,SFMTA,ON,0,3449,19TH ST,974000,Area 5,Mission,37.7600687,-122.4211901
220-34370,-,0,Grey,SS,N,N,SFMTA,ON,0,3437,20TH ST,1055000,Area 5,Mission,37.758624,-122.4184187
220-35020,-,0,Grey,SS,Y,N,SFMTA,ON,0,3502,20TH ST,1056000,Area 5,Mission,37.7586649,-122.4192923
220-35090,-,0,Grey,SS,Y,N,SFMTA,ON,0,3509,20TH ST,1056000,Area 5,Mission,37.7585565,-122.4195365
222-32020,-,0,Grey,SS,Y,N,SFMTA,ON,0,3202,22ND ST,1191000,Area 5,Mission,37.755478,-122.4189803
222-32410,-,0,Grey,SS,Y,N,SFMTA,ON,0,3241,22ND ST,1192000,Area 5,Mission,37.7552812,-122.4204208
323-00840,-,0,Grey,SS,Y,N,SFMTA,ON,0,84,BARTLETT ST,2742000,Area 5,Mission,37.7556392,-122.4199602
223-32410,-,0,Grey,SS,N,N,SFMTA,ON,0,3241,23RD ST,1264000,Area 5,Mission,37.7538219,-122.4180592
323-00080,-,0,Grey,SS,Y,N,SFMTA,ON,0,8,BARTLETT ST,2742000,Area 5,Mission,37.7567505,-122.4200666
464-03241,464-03240,1,Black,MS,N,N,SFMTA,ON,0,324,HAYES ST,6815000,Area 5,Civic Center,37.7770441,-122.4222076
359-24070,-,0,Grey,SS,Y,N,SFMTA,ON,0,2407,CLAY ST,4110000,Area 5,Fillmore,37.7908181,-122.4328735
354-20140,-,0,Green,SS,Y,N,SFMTA,ON,0,2014,CHESTNUT ST,3977000,Area 5,Marina,37.800807,-122.4368012
203-03470,-,0,Red,SS,Y,N,SFMTA,ON,0,347,03RD ST,170000,Area 5,South Embarcadero,37.7831934,-122.3980396
203-03650,-,0,Grey,SS,Y,N,SFMTA,ON,0,365,03RD ST,171000,Area 5,South Embarcadero,37.7828564,-122.397619
203-04150,-,0,Red,SS,Y,N,SFMTA,ON,0,415,03RD ST,172000,Area 5,South Embarcadero,37.7822774,-122.3968863
203-04480,-,0,Grey,SS,Y,N,SFMTA,ON,0,448,03RD ST,174000,Area 5,South Embarcadero,37.7816171,-122.3963626
203-07240,-,0,Grey,SS,Y,N,SFMTA,ON,0,724,03RD ST,180000,Area 5,South Embarcadero,37.7782581,-122.3921617
500-02270,-,0,Grey,SS,Y,N,SFMTA,ON,0,227,JACKSON ST,7361000,Area 5,Downtown,37.7967693,-122.4004004
562-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,MASON ST,8805000,Area 1,,37.7875093,-122.4098779
562-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,MASON ST,8805000,Area 1,,37.7874464,-122.4099994
471-01200,-,0,Grey,SS,Y,N,SFMTA,ON,0,120,HARRISON ST,6708000,Area 5,South Embarcadero,37.7884779,-122.3900471
331-04880,-,0,Yellow,SS,Y,N,SFMTA,ON,0,488,BRYANT ST,3281000,Area 5,South Embarcadero,37.7816286,-122.3956085
331-03620,-,0,Grey,SS,Y,N,SFMTA,ON,0,362,BRYANT ST,3279000,Area 5,South Embarcadero,37.7836662,-122.3929984
684-00680,-,0,Grey,SS,Y,N,SFMTA,ON,0,68,TOWNSEND ST,12655000,Area 5,South Embarcadero,37.7810468,-122.3901255
593-00040,-,0,Yellow,SS,N,N,SFMTA,ON,0,4,OFARRELL ST,9720000,Area 5,Downtown,37.7868508,-122.4050829
463-01030,-,0,Yellow,SS,Y,N,SFMTA,ON,0,103,HAWTHORNE ST,6810000,Area 5,South Embarcadero,37.7845384,-122.3975664
463-01260,-,0,Red,SS,Y,N,SFMTA,ON,0,126,HAWTHORNE ST,6810000,Area 5,South Embarcadero,37.7840466,-122.3971262
684-01670,-,0,Grey,SS,Y,N,SFMTA,ON,0,167,TOWNSEND ST,12657000,Area 5,South Embarcadero,37.7792794,-122.3920578
336-08110,-,0,Grey,SS,N,N,SFMTA,ON,0,811,BUSH ST,3438000,Area 1,,37.7898378,-122.4107858
336-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,BUSH ST,3438000,Area 1,,37.7898126,-122.4109875
562-05040,-,0,Yellow,SS,N,N,SFMTA,ON,0,504,MASON ST,8806000,Area 1,,37.7882559,-122.4100199
562-05060,-,0,Yellow,SS,N,N,SFMTA,ON,0,506,MASON ST,8806000,Area 1,,37.7883164,-122.4100324
582-00090,-,0,Red,SS,N,N,SFMTA,ON,0,9,NEW MONTGOMERY ST,9540000,Area 5,Downtown,37.7884497,-122.4016297
582-01030,-,0,Red,SS,N,N,SFMTA,ON,0,103,NEW MONTGOMERY ST,9544000,Area 5,Downtown,37.78735,-122.4003047
562-06190,-,0,Grey,SS,N,N,SFMTA,ON,0,619,MASON ST,8807000,Area 1,,37.7895494,-122.4104192
614-04300,-,0,Red,SS,N,N,SFMTA,ON,0,430,POST ST,10629000,Area 1,,37.7882069,-122.4095668
585-03020,-,0,Grey,SS,Y,N,SFMTA,ON,0,302,NORTH POINT ST,9689000,Area 5,Fisherman's Wharf,37.806803,-122.4123449
471-06590,-,0,Grey,SS,N,N,SFMTA,ON,0,659,HARRISON ST,6716000,Area 5,South Embarcadero,37.7829049,-122.3967684
204-05080,204-05002,8,Grey,MS,Y,N,SFMTA,ON,0,508,04TH ST,262000,Area 5,South Embarcadero,37.7792519,-122.3978354
204-05240,204-05004,24,Grey,MS,Y,N,SFMTA,ON,0,524,04TH ST,263000,Area 5,South Embarcadero,37.7788859,-122.3973757
204-05280,204-05004,28,Grey,MS,Y,N,SFMTA,ON,0,528,04TH ST,263000,Area 5,South Embarcadero,37.7788083,-122.3972783
568-45330,-,0,Grey,SS,N,N,SFMTA,ON,0,4533,MISSION ST,9162000,Area 3,,37.7255002,-122.4340622
568-45600,-,0,Grey,SS,N,N,SFMTA,ON,0,4560,MISSION ST,9163000,Area 3,,37.7249552,-122.4347102
580-00350,-,0,Grey,SS,N,N,SFMTA,ON,0,35,NATOMA ST,9507000,Area 5,Downtown,37.7883767,-122.3972537
204-06230,-,0,Grey,SS,Y,N,SFMTA,ON,0,623,04TH ST,265000,Area 5,South Embarcadero,37.7778624,-122.3957849
568-47070,-,0,Grey,SS,N,N,SFMTA,ON,0,4707,MISSION ST,9169000,Area 3,,37.7229189,-122.4360166
568-47130,-,0,Grey,SS,N,N,SFMTA,ON,0,4713,MISSION ST,9169000,Area 3,,37.7228042,-122.4361034
666-06400,-,0,Yellow,SS,N,N,SFMTA,ON,0,640,SUTTER ST,12324000,Area 1,,37.7888858,-122.4117566
681-07030,-,0,Red,SS,N,N,SFMTA,ON,0,703,TAYLOR ST,12437000,Area 1,,37.7890527,-122.4120065
582-01410,-,0,Grey,SS,N,N,SFMTA,ON,0,141,NEW MONTGOMERY ST,9546000,Area 5,Downtown,37.7864863,-122.3992277
330-04930,-,0,Grey,SS,Y,N,SFMTA,ON,0,493,BRANNAN ST,3079000,Area 5,South Embarcadero,37.7784611,-122.3962016
684-02240,-,0,Grey,SS,Y,N,SFMTA,ON,0,224,TOWNSEND ST,12660000,Area 5,South Embarcadero,37.7783669,-122.3935151
568-48190,-,0,Grey,SS,N,N,SFMTA,ON,0,4819,MISSION ST,9172101,Area 3,,37.7206409,-122.4377391
568-28320,-,0,Grey,SS,N,N,SFMTA,ON,0,2832,MISSION ST,9126000,Area 3,,37.7512545,-122.4184374
684-02700,-,0,Grey,SS,Y,N,SFMTA,ON,0,270,TOWNSEND ST,12662000,Area 5,South Embarcadero,37.7775641,-122.3945359
202-05050,-,0,Grey,SS,Y,N,SFMTA,ON,0,505,02ND ST,142000,Area 5,South Embarcadero,37.7830018,-122.3933664
202-05130,-,0,Grey,SS,Y,N,SFMTA,ON,0,513,02ND ST,143000,Area 5,South Embarcadero,37.7828648,-122.3931953
568-49180,-,0,Grey,SS,N,N,SFMTA,ON,0,4918,MISSION ST,9173201,Area 3,,37.7195396,-122.4388077
568-17090,-,0,Grey,SS,Y,N,SFMTA,ON,0,1709,MISSION ST,9112101,Area 3,,37.76970311,-122.4198733
568-17170,-,0,Grey,SS,Y,N,SFMTA,ON,0,1717,MISSION ST,9112101,Area 3,,37.76946,-122.4198998
568-17230,-,0,Grey,SS,Y,N,SFMTA,ON,0,1723,MISSION ST,9112101,Area 3,,37.7692718,-122.4199133
568-30070,-,0,Grey,SS,N,N,SFMTA,ON,0,3007,MISSION ST,9128000,Area 3,,37.7487543,-122.4180168
580-00930,-,0,Grey,SS,N,N,SFMTA,ON,0,93,NATOMA ST,9507000,Area 5,Downtown,37.7874221,-122.3984658
580-00970,-,0,Grey,SS,N,N,SFMTA,ON,0,97,NATOMA ST,9507000,Area 5,Downtown,37.7873292,-122.3985838
224-28050,-,0,Grey,SS,N,N,SFMTA,ON,0,2805,24TH ST,1332000,Area 3,,37.7527812,-122.408456
224-28110,-,0,Yellow,SS,N,N,SFMTA,ON,0,2811,24TH ST,1332000,Area 3,,37.7527719,-122.4086095
224-29020,-,0,Grey,SS,N,N,SFMTA,ON,0,2902,24TH ST,1334000,Area 3,,37.7527815,-122.4102758
415-16150,-,0,Grey,SS,Y,N,SFMTA,ON,0,1615,FILLMORE ST,5547000,Area 5,Fillmore,37.7849253,-122.4331049
440-37190,-,0,Grey,SS,N,N,SFMTA,ON,0,3719,GEARY BLVD,6057101,Area 3,,37.7810956,-122.4595805
462-18050,-,0,Black,SS,N,N,SFMTA,ON,0,1805,HAIGHT ST,6624000,MC3,,37.7692961,-122.4520248
303-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,ASHBURY ST,2513000,Area 3,,37.76972881,-122.4469453
335-00200,-,0,Grey,SS,N,N,SFMTA,ON,0,20,BURROWS ST,3404000,Area 3,,37.7289649,-122.4038248
203-51560,-,0,Grey,SS,N,N,SFMTA,ON,0,5156,03RD ST,216201,Area 3,,37.7313479,-122.392046
440-17290,-,0,Grey,SS,Y,N,SFMTA,ON,0,1729,GEARY BLVD,6041102,Area 5,Fillmore,37.7842462,-122.432194
691-18180,-,0,Grey,SS,N,N,SFMTA,ON,0,1818,UNION ST,12867000,Area 3,,37.79789971,-122.4296055
614-11020,-,0,Grey,SS,N,N,SFMTA,ON,0,1102,POST ST,10640000,Area 3,,37.7868644,-122.4200644
614-11290,-,0,Grey,SS,N,N,SFMTA,ON,0,1129,POST ST,10640000,Area 3,,37.7866254,-122.42089
616-13040,-,0,Grey,SS,N,N,SFMTA,ON,0,1304,POWELL ST,10691000,Area 3,,37.7966879,-122.4100227
616-13170,-,0,Grey,SS,N,N,SFMTA,ON,0,1317,POWELL ST,10692000,Area 3,,37.7969695,-122.4102559
542-00150,-,0,Grey,SS,Y,N,SFMTA,ON,0,15,LARKIN ST,8120000,Area 5,Civic Center,37.7782687,-122.4165846
691-18310,-,0,Red,SS,N,N,SFMTA,ON,0,1831,UNION ST,12867000,Area 3,,37.7977379,-122.429899
691-19350,-,0,Grey,SS,N,N,SFMTA,ON,0,1935,UNION ST,12869000,Area 3,,37.7975098,-122.4316928
542-00210,-,0,Grey,SS,Y,N,SFMTA,ON,0,21,LARKIN ST,8120000,Area 5,Civic Center,37.7784637,-122.4166222
650-08230,-,0,Grey,SS,N,N,SFMTA,ON,0,823,SACRAMENTO ST,11230000,Area 2,,37.7932365,-122.406919
327-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,BROADWAY,3154000,Area 3,,37.7978409,-122.4075486
327-06460,-,0,Yellow,SS,N,N,SFMTA,ON,0,646,BROADWAY,3154000,Area 3,,37.7977274,-122.4084617
563-03560,563-03006,56,Green,MS,Y,N,SFMTA,ON,0,356,MCALLISTER ST,8893000,Area 5,Civic Center,37.7804109,-122.4182885
701-03140,701-03002,14,Grey,MS,Y,N,SFMTA,ON,0,314,VAN NESS AVE,13146201,Area 5,Civic Center,37.7788723,-122.419842
701-04030,701-04001,3,Grey,MS,Y,N,SFMTA,ON,0,403,VAN NESS AVE,13146101,Area 5,Civic Center,37.7792178,-122.4202378
650-32080,-,0,Grey,SS,N,N,SFMTA,ON,0,3208,SACRAMENTO ST,11264000,Area 3,,37.7883671,-122.4459924
650-33120,-,0,Green,SS,N,N,SFMTA,ON,0,3312,SACRAMENTO ST,11265000,Area 3,,37.7881676,-122.4475591
650-33350,-,0,Grey,SS,N,N,SFMTA,ON,0,3335,SACRAMENTO ST,11265000,Area 3,,37.7879554,-122.4483792
490-18100,-,0,Yellow,SS,N,N,SFMTA,ON,0,1810,IRVING ST,7296000,Area 3,,37.7636181,-122.4776526
490-18160,-,0,Grey,SS,N,N,SFMTA,ON,0,1816,IRVING ST,7296000,Area 3,,37.7636078,-122.4778865
657-26240,-,0,Grey,SS,N,N,SFMTA,ON,0,2624,SAN BRUNO AVE,11377000,Area 3,,37.7281515,-122.4038914
500-04240,500-04004,24,Grey,MS,Y,N,SFMTA,ON,0,424,JACKSON ST,7365000,Area 5,Downtown,37.7965506,-122.4027601
490-20040,-,0,Grey,SS,N,N,SFMTA,ON,0,2004,IRVING ST,7298000,Area 3,,37.7635337,-122.4795697
490-20130,-,0,Grey,SS,N,N,SFMTA,ON,0,2013,IRVING ST,7298000,Area 3,,37.7633759,-122.4796566
650-35430,-,0,Green,SS,N,N,SFMTA,ON,0,3543,SACRAMENTO ST,11267000,Area 3,,37.7875261,-122.4517494
440-08401,440-08400,1,Black,MS,N,N,SFMTA,ON,0,840,GEARY ST,6116000,MC3,,37.7862086,-122.4177345
591-26190,-,0,Grey,SS,N,N,SFMTA,ON,0,2619,OCEAN AVE,9848000,Area 3,,37.7317656,-122.4736287
591-26660,-,0,Grey,SS,N,N,SFMTA,ON,0,2666,OCEAN AVE,9849000,Area 3,,37.7324465,-122.4747234
469-15390,-,0,Grey,SS,N,N,SFMTA,ON,0,1539,HOLLOWAY AVE,6996101,Area 3,,37.7207583,-122.4756808
600-07330,-,0,Grey,SS,N,N,SFMTA,ON,0,733,PACIFIC AVE,10128000,Area 2,,37.7967275,-122.4079048
470-08530,-,0,Grey,SS,N,N,SFMTA,ON,0,853,HOWARD ST,7039001,Area 5,Downtown,37.7822236,-122.4038689
205-03270,-,0,Grey,SS,N,N,SFMTA,ON,0,327,05TH ST,300002,Area 5,South Embarcadero,37.7797695,-122.4026172
205-03410,-,0,Grey,SS,N,N,SFMTA,ON,0,341,05TH ST,300003,Area 5,South Embarcadero,37.7796132,-122.4024211
363-01130,-,0,Grey,SS,N,N,SFMTA,ON,0,113,COLUMBUS AVE,4288000,Area 2,,37.7964073,-122.4047221
568-11450,-,0,Grey,SS,N,N,SFMTA,ON,0,1145,MISSION ST,9101000,Area 2,,37.7783179,-122.4119317
206-01100,-,0,Grey,SS,N,N,SFMTA,ON,0,110,06TH ST,329000,Area 2,,37.7806514,-122.4084564
206-01320,-,0,Green,SS,N,N,SFMTA,ON,0,132,06TH ST,330000,Area 2,,37.7802872,-122.4079996
400-04360,-,0,Grey,SS,N,N,SFMTA,ON,0,436,EDDY ST,5062000,Area 2,,37.7836304,-122.4154681
401-03460,-,0,Yellow,SS,N,N,SFMTA,ON,0,346,ELLIS ST,5173000,Area 2,,37.7849474,-122.4126445
363-02180,-,0,Green,SS,N,N,SFMTA,ON,0,218,COLUMBUS AVE,4290000,Area 2,,37.7974298,-122.4058889
444-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,GRANT AVE,6396000,Area 2,,37.7953418,-122.4065556
444-09130,-,0,Yellow,SS,N,N,SFMTA,ON,0,913,GRANT AVE,6396000,Area 2,,37.7955659,-122.4066014
470-09060,-,0,Yellow,SS,N,N,SFMTA,ON,0,906,HOWARD ST,7041000,Area 2,,37.781359,-122.40525
700-16550,-,0,Grey,SS,N,N,SFMTA,ON,0,1655,VALENCIA ST,13077000,Area 3,,37.7465553,-122.4200199
700-00270,-,0,Grey,SS,N,N,SFMTA,ON,0,27,VALENCIA ST,13052101,Area 3,,37.771763,-122.4224337
470-09850,-,0,Green,SS,N,N,SFMTA,ON,0,985,HOWARD ST,7042000,Area 2,,37.779913,-122.406793
470-10180,-,0,Grey,SS,N,N,SFMTA,ON,0,1018,HOWARD ST,7043000,Area 2,,37.779383,-122.4077515
502-00110,-,0,Grey,SS,N,N,SFMTA,ON,0,11,JONES ST,7563000,Area 2,,37.7815178,-122.4121711
440-43220,-,0,Grey,SS,N,N,SFMTA,ON,0,4322,GEARY BLVD,6063201,Area 3,,37.7810696,-122.4661915
336-13080,-,0,Grey,SS,N,N,SFMTA,ON,0,1308,BUSH ST,3443000,Area 3,,37.7889215,-122.4190397
336-13450,-,0,Grey,SS,N,N,SFMTA,ON,0,1345,BUSH ST,3443000,Area 3,,37.7886529,-122.4200825
229-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,29TH ST,1628000,Area 3,,37.7439452,-122.4217353
381-02020,-,0,Grey,SS,N,N,SFMTA,ON,0,202,DAY ST,4620000,Area 3,,37.7429316,-122.4268106
700-01400,-,0,Grey,SS,N,N,SFMTA,ON,0,140,VALENCIA ST,13053000,Area 3,,37.7705402,-122.4225377
700-02290,-,0,Grey,SS,N,N,SFMTA,ON,0,229,VALENCIA ST,13055000,Area 3,,37.7690853,-122.4221815
700-02320,-,0,Grey,SS,N,N,SFMTA,ON,0,232,VALENCIA ST,13055000,Area 3,,37.7689383,-122.4223842
470-10870,-,0,Grey,SS,N,N,SFMTA,ON,0,1087,HOWARD ST,7046000,Area 2,,37.7780665,-122.4091296
502-03160,-,0,Grey,SS,N,N,SFMTA,ON,0,316,JONES ST,7566000,Area 2,,37.7844204,-122.4126139
502-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,JONES ST,7567000,Area 2,,37.7852417,-122.4127801
422-06340,-,0,Grey,SS,N,N,SFMTA,ON,0,634,FRONT ST,5872000,Area 2,,37.7976528,-122.3995656
568-10410,-,0,Grey,SS,N,N,SFMTA,ON,0,1041,MISSION ST,9100000,Area 2,,37.7801529,-122.4096112
546-00780,-,0,Yellow,SS,N,N,SFMTA,ON,0,78,LEAVENWORTH ST,8238000,Area 2,,37.7817259,-122.4137552
500-07040,-,0,Grey,SS,N,N,SFMTA,ON,0,704,JACKSON ST,7373000,Area 2,,37.7960429,-122.4068367
568-10780,-,0,Grey,SS,N,N,SFMTA,ON,0,1078,MISSION ST,9100000,Area 2,,37.7796192,-122.4105459
